"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","gadm.level0.gid","gadm.level0.name","gadm.level1.gid","gadm.level1.name","gadm.level2.gid","gadm.level2.name","gadm.level3.gid","gadm.level3.name","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","recordNumber","identifier","municipality","locality","datasetName","gbifID","collectionCode","language","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","name","gadm","elevation","elevationAccuracy","otherCatalogNumbers","coordinateUncertaintyInMeters","references","http...unknown.org.nick","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","fieldNotes","habitat","samplingEffort","county","samplingProtocol","institutionID","preparations","verbatimElevation","nomenclaturalCode","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","individualCount","georeferencedDate","georeferencedBy","georeferenceVerificationStatus","georeferenceRemarks","higherGeography","fieldNumber","previousIdentifications","higherClassification","georeferenceSources","nomenclaturalStatus","bibliographicCitation","dynamicProperties","identificationQualifier","vernacularName","accessRights","identificationRemarks","informationWithheld","organismID","locationID","datasetID","verbatimCoordinateSystem","http...unknown.org.recordId","reproductiveCondition","typeStatus","typifiedName","projectId","organismQuantity","organismQuantityType","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","recordedByIDs.type","recordedByIDs.value","http...unknown.org.rights","http...unknown.org.language","http...unknown.org.rightsHolder","eventRemarks","taxonRemarks",".val",".equ",".zer",".cap",".cen",".otl",".gbf",".inst",".summary"
"277",1702652709,"Ziziphus joazeiro Mart.",-7.302611,-38.659,"gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-02T18:56:14.216+0000","2020-11-02T18:56:25.037+0000",235,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-05-05T00:00:00","SOUTH_AMERICA","Ceará",2010,5,5,"2010-05-05T00:00:00","2020-10-01T17:31:27.000+0000","2020-11-02T18:56:25.037+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.162_1","São João do Belm","BRA.6.162.1_1","Anaua","WGS84","Magnoliopsida","BR","none","none","Brazil","HVASF - Herbário Vale do São Francisco","6623","BRA:UNIVASF:HVASF:8428","Mauriti","São Miguel, final do lote 6, início do túnel Cuncas I","HVASF - Herbário Vale do São Francisco",1702652709,"HVASF","pt","BRA:UNIVASF:HVASF:8428","Collection","A.P. Fontana","8428","UNIVASF","Universidade Federal do Vale do São Francisco","Árvore, ca. 5m. Frutos maduros amarelos.","A.P. Fontana","Ziziphus joazeiro Mart.",NA,427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"278",2464792116,"Ziziphus joazeiro Mart.",-9.66,-37.789167,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:12:34.375+0000","2020-11-09T12:12:49.976+0000",249,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-05-01T00:00:00","SOUTH_AMERICA","Sergipe",2010,5,11,"2010-05-11T00:00:00","2019-11-27T16:52:11.000+0000","2020-11-09T12:12:49.976+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.26_1","Sergipe","BRA.26.11_1","Canindé de São Francisco","BRA.26.11.1_1","Canindé de São Francisco","WGS84","Magnoliopsida","BR","none","none","Brazil","ASE - Herbário da Universidade Federal de Sergipe","263","BRA:UFS:ASE:16498","Canindé de São Francisco","Unid. de Conser. Monumento Natural Grota do Angico","ASE - Herbário da Universidade Federal de Sergipe",2464792116,"ASE","pt","BRA:UFS:ASE:16498","Collection","Silva, ACC","16498","Universidade Federal de Sergipe","Universidade Federal de Sergipe","Árvore com ca. 4m, fruto maduro.; Árvore com ca. 4m, fruto maduro.; Caatinga.","Silva, ACC","Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"279",1089190700,"Ziziphus joazeiro Mart.",-11.183333,-41.85,"gass84","c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7","f4cf14c8-58db-4947-a93c-e43f2b7fe171","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:37.695+0000","2020-11-09T12:23:11.426+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Bahia",2010,7,4,"2010-07-04T00:00:00","2020-04-22T19:23:26.000+0000","2020-11-09T12:23:11.426+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.358_1","São Gabriel","BRA.5.358.2_1","São Gabriel","WGS84","Magnoliopsida","BR","none","none","Brazil","JPB - Herbário Lauro Pires Xavier","561","BRA:UFPB:JPB:54551","São Gabriel","Alto da Jurema.","JPB - Herbário Lauro Pires Xavier",1089190700,"JPB","pt","BRA:UFPB:JPB:54551","Collection","Machado, RF","54551","UFPB","Universidade Federal da Paraíba","; HABITAT: Caatinga arbórea.; DESC: Arbusto com ca. de 2,3m de alt. Folhas verdes. Frutos verdes.",NA,"Ziziphus joazeiro Mart.",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"280",1099326935,"Ziziphus joazeiro Mart.",-6.323056,-39.383333,"gass84","fdce6e69-a78c-409c-8d66-dd79ad3fc4e9","00bf6c83-097b-4b63-8857-62c89ba17eb2","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:14:47.716+0000","2020-11-09T12:14:58.557+0000",254,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-10-24T00:00:00","SOUTH_AMERICA","Ceará",2010,9,18,"2010-09-18T00:00:00","2015-05-20T13:37:00.000+0000","2020-11-09T12:14:58.557+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.77_1","Iguatu","BRA.6.77.8_1","Suassurana","WGS84","Magnoliopsida","BR","none","none","Brazil","MOSS - Herbário Dárdano de Andrade Lima","633","BRA:UFERSA:MOSS:13289","Iguatu","Fazenda Trussu/ RPPN Trussu","MOSS - Herbário Dárdano de Andrade Lima",1099326935,"MOSS","pt","BRA:UFERSA:MOSS:13289","Collection","Lima, B.G. de","13289","UFERSA","Universidade Federal Rural do Semi-Árido","arborea com 3 a 5 m; coletada em caatinga; substrato cristalino; relevo ondulados; rara; fruto globoso; planta dispoe de fortes acúleos; n.v. juazeiro.","Oliveira, O.F. de","Ziziphus joazeiro Mart.",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"281",1087076327,"Ziziphus joazeiro Mart.",-12.253333,-44.831944,"gass84","1e0f3d99-eb02-4806-b6a4-e903568129ec","b7ea834f-8d60-40ea-ab2c-5057000f0afd","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:23:35.729+0000","2020-11-09T12:24:07.447+0000",236,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Bahia",2010,10,24,"2010-10-24T00:00:00","2020-09-25T13:39:55.000+0000","2020-11-09T12:24:07.447+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.91_1","Catolândia","BRA.5.91.1_1","Catolândia","WGS84","Magnoliopsida","BR","none","none","Brazil","UFP - Herbário UFP - Geraldo Mariz","31","BRA:UFPE:UFP:61367","Catolândia","Deságue do Rio Arapuá no Rio Boa Sorte.","UFP - Herbário UFP - Geraldo Mariz",1087076327,"UFP","pt","BRA:UFPE:UFP:61367","Collection","Arns, KY; Alves, M; Araújo, AA; Pessoa, E; et al.","61367","UFPE","Universidade Federal de Pernambuco","Árvore 8-10m de alt. Frutos verdes.; Cerrado, Mata ciliar.",NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"282",1099327089,"Ziziphus joazeiro Mart.",-6.351667,-39.241111,"gass84","fdce6e69-a78c-409c-8d66-dd79ad3fc4e9","00bf6c83-097b-4b63-8857-62c89ba17eb2","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:14:47.716+0000","2020-11-09T12:14:58.759+0000",254,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2010-12-09T00:00:00","SOUTH_AMERICA","Ceará",2010,11,25,"2010-11-25T00:00:00","2015-05-20T13:37:00.000+0000","2020-11-09T12:14:58.759+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.77_1","Iguatu","BRA.6.77.5_1","Iguatu","WGS84","Magnoliopsida","BR","none","none","Brazil","MOSS - Herbário Dárdano de Andrade Lima","745","BRA:UFERSA:MOSS:13483","Iguatu","Chapada Moura/ Faz. Elmo Moreno","MOSS - Herbário Dárdano de Andrade Lima",1099327089,"MOSS","pt","BRA:UFERSA:MOSS:13483","Collection","Lima, B.G. de","13483","UFERSA","Universidade Federal Rural do Semi-Árido","arborea com 10 m; coletada em caatinga; substrato sedimentar; relevo plano; rara; n.v. juazeiro.","Oliveira, O.F. de","Ziziphus joazeiro Mart.",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"283",1086981640,"Ziziphus joazeiro Mart.",-2.928056,-41.417306,"gass84","aefe4840-ce1f-4b7b-b83b-1a0203e9e5e4","3b3975ee-23fb-4943-a00e-4d6e6115b194","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:05:36.445+0000","2020-11-09T12:05:45.118+0000",239,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Piauí",2009,1,11,"2009-01-11T00:00:00","2020-10-29T23:59:43.000+0000","2020-11-09T12:05:45.118+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.18_1","Piauí","BRA.18.40_1","Cajueiro da Praia","BRA.18.40.1_1","Cajueiro da Praia","WGS84","Magnoliopsida","BR","none","none","Brazil","TEPB - Herbário Graziela Barroso",NA,"BRA:UFPI:TEPB:26760","Barra Grande","terreno baldio","TEPB - Herbário Graziela Barroso",1086981640,"TEPB","pt","BRA:UFPI:TEPB:26760","Collection","Sousa, R. S.","26760","UFPI","Universidade Federal do Piauí","árvore com flores e frutos amarelos Ambiente: Tabuleiro <ll>dwc_commonname:</ll> juá",NA,"Ziziphus joazeiro Mart.",NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"284",1702651475,"Ziziphus joazeiro Mart.",-8.219777,-39.306083,"gass84","b18aa640-0367-4956-a6a4-5f07141127f1","6bfada01-036d-455a-b332-081dbe226a05","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-02T18:56:14.216+0000","2020-11-02T18:56:26.744+0000",235,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2009-03-25T00:00:00","SOUTH_AMERICA","Pernambuco",2009,3,25,"2009-03-25T00:00:00","2020-10-01T17:31:27.000+0000","2020-11-02T18:56:26.744+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.17_1","Pernambuco","BRA.17.32_1","Cabrobó","BRA.17.32.1_1","Cabrobó","WGS84","Magnoliopsida","BR","none","none","Brazil","HVASF - Herbário Vale do São Francisco","2061","BRA:UNIVASF:HVASF:3307","Cabrobó","Distrito Umãs, entrada à direita depois da entrada VPR Junco, picada da adutora.","HVASF - Herbário Vale do São Francisco",1702651475,"HVASF","pt","BRA:UNIVASF:HVASF:3307","Collection","J.G. Carvalho-Sobrinho","3307","UNIVASF","Universidade Federal do Vale do São Francisco","Árvore ca. 5m alt. Frutos maduros amarelados. OBS.: Fotos.","J.G. Carvalho-Sobrinho","Ziziphus joazeiro Mart.",NA,458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"285",1089190638,"Ziziphus joazeiro Mart.",-11.166667,-41.65,"gass84","c9bc6b8d-a4ff-4a47-9cff-d0d1b9e548c7","f4cf14c8-58db-4947-a93c-e43f2b7fe171","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:22:37.695+0000","2020-11-09T12:23:11.428+0000",237,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,"SOUTH_AMERICA","Bahia",2009,4,5,"2009-04-05T00:00:00","2020-04-22T19:23:26.000+0000","2020-11-09T12:23:11.428+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.5_1","Bahia","BRA.5.358_1","São Gabriel","BRA.5.358.1_1","Gameleira do Jacare","WGS84","Magnoliopsida","BR","none","none","Brazil","JPB - Herbário Lauro Pires Xavier","224","BRA:UFPB:JPB:54530","São Gabriel","Fazenda Boa Sorte, Área antropizada.","JPB - Herbário Lauro Pires Xavier",1089190638,"JPB","pt","BRA:UFPB:JPB:54530","Collection","Machado, RF; Rocha, FF; Rocha, AF","54530","UFPB","Universidade Federal da Paraíba","; DESC: Árvore com ca.de 10m de alt. Caule preta. Folhas cartáceas, concolores e glabras. Frutos verdes e amarelos.",NA,"Ziziphus joazeiro Mart.",NA,799,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"286",1208828693,"Ziziphus joazeiro Mart.",-7.033333,-39.283333,"gass84","aed35888-68cb-4574-8a98-d13b89cf0f38","5b30feaf-824b-4cb9-b256-293a106f45bc","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:11:01.248+0000","2020-11-09T12:11:10.929+0000",253,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Ceará",2009,4,18,"2009-04-18T00:00:00","2020-03-11T12:01:36.000+0000","2020-11-09T12:11:10.929+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.6_1","Ceará","BRA.6.38_1","Caririaçú","BRA.6.38.1_1","Caririaçú","WGS84","Magnoliopsida","BR","none","none","Brazil","HCDAL - Herbário Caririense Dárdano de Andrade-Lima","HCDAL4435","BRA:URCA:HCDAL:4435","Caririaçu","Parque da Macaúba","HCDAL - Herbário Caririense Dárdano de Andrade-Lima",1208828693,"HCDAL","pt","BRA:URCA:HCDAL:4435","Collection","Santos, A.C.B.; et al.","4435","Universidade Regional do Cariri","Universidade Regional do Cariri","Árvore ca. 15 m de altura; fruto marrom.",NA,"Ziziphus joazeiro Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"287",1424282478,"Ziziphus joazeiro Mart.",-9.262222,-43.494444,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2020-11-10T22:12:47.678+0000","2020-11-10T22:21:35.367+0000",321,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM",NA,NA,"Piauí",2009,4,10,"2009-04-10T00:00:00",NA,"2020-11-10T22:21:35.367+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","BRA","Brazil","BRA.18_1","Piauí","BRA.18.91_1","Guaribas","BRA.18.91.1_1","Guaribas","WGS84","Magnoliopsida","BR","none","none","Brazil","Rio de Janeiro Botanical Garden","16351","urn:catalog:JBRJ:RB:570021","Caracol","Parque Nacional da Serra das Confusões. Baixão da Serra das Confusões.","RB - Rio de Janeiro Botanical Garden Herbarium Collection",1424282478,"RB",NA,"urn:catalog:JBRJ:RB:570021","Physical Object","G. Martinelli; M.A.Moraes, E.Ferrnandes","RB00570021","JBRJ",NA,"Árvore, com 12 metros; folhas discolores; frutos maduros de cor amarelo-claros.","E. F. Guimaraes","Ziziphus joazeiro Mart.",NA,500,NA,"RB 485504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"288",1570748529,"Ziziphus joazeiro Mart.",-9.262222,-43.494444,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2020-11-09T12:21:56.160+0000","2020-11-09T12:25:55.356+0000",234,"none","PRESERVED_SPECIMEN","PRESENT",3876019,6,7707728,220,691,2407,7273809,8910944,8910944,"Sarcomphalus joazeiro (Mart.) Hauenschild","Plantae","Tracheophyta","Rosales","Rhamnaceae","Sarcomphalus","Sarcomphalus joazeiro","Ziziphus","joazeiro","SPECIES","SYNONYM","2009-09-01T00:00:00",NA,"Piauí",2009,4,10,"2009-04-10T00:00:00","2019-11-13T14:29:41.000+0000","2020-11-09T12:25:55.356+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","BRA","Brazil","BRA.18_1","Piauí","BRA.18.91_1","Guaribas","BRA.18.91.1_1","Guaribas","WGS84","Magnoliopsida","BR","none","none","Brazil","SPF - Herbário da Universidade de São Paulo","16351","BRA:USP:SPF:195466","Caracol","Parque Nacional da Serra das Confusões","SPF - Herbário da Universidade de São Paulo",1570748529,"SPF","pt","BRA:USP:SPF:195466","Collection","Martinelli, G","195466","USP","Universidade de São Paulo",NA,"Guimarães, EF","Ziziphus joazeiro Mart.",NA,500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
